CensusBlockGroupID,GeographicAreaName,MedianAgeTotal
530330106003 ,"Block Group 3, Census Tract 106, King County, Washington",40.8
530330106004 ,"Block Group 4, Census Tract 106, King County, Washington",39
530330106005 ,"Block Group 5, Census Tract 106, King County, Washington",49.7
530330106006 ,"Block Group 6, Census Tract 106, King County, Washington",42.1
530330107011 ,"Block Group 1, Census Tract 107.01, King County, Washington",32.7
530330107012 ,"Block Group 2, Census Tract 107.01, King County, Washington",37.5
530330107021 ,"Block Group 1, Census Tract 107.02, King County, Washington",35.9
530330107022 ,"Block Group 2, Census Tract 107.02, King County, Washington",24.7
530330107023 ,"Block Group 3, Census Tract 107.02, King County, Washington",24
530330108001 ,"Block Group 1, Census Tract 108, King County, Washington",49.2
530330108002 ,"Block Group 2, Census Tract 108, King County, Washington",35
530330108003 ,"Block Group 3, Census Tract 108, King County, Washington",34.8
530330109001 ,"Block Group 1, Census Tract 109, King County, Washington",39.6
530330109002 ,"Block Group 2, Census Tract 109, King County, Washington",51.3
530330110011 ,"Block Group 1, Census Tract 110.01, King County, Washington",45
530330110012 ,"Block Group 2, Census Tract 110.01, King County, Washington",47.3
530330110013 ,"Block Group 3, Census Tract 110.01, King County, Washington",33.1
530330110021 ,"Block Group 1, Census Tract 110.02, King County, Washington",51.8
530330110022 ,"Block Group 2, Census Tract 110.02, King County, Washington",18.8
530330110023 ,"Block Group 3, Census Tract 110.02, King County, Washington",55
530330111011 ,"Block Group 1, Census Tract 111.01, King County, Washington",44.4
530330111012 ,"Block Group 2, Census Tract 111.01, King County, Washington",36.2
530330111013 ,"Block Group 3, Census Tract 111.01, King County, Washington",30.8
530330111014 ,"Block Group 4, Census Tract 111.01, King County, Washington",42.5
530330111021 ,"Block Group 1, Census Tract 111.02, King County, Washington",48.1
530330111022 ,"Block Group 2, Census Tract 111.02, King County, Washington",31
530330111023 ,"Block Group 3, Census Tract 111.02, King County, Washington",32.4
530330111024 ,"Block Group 4, Census Tract 111.02, King County, Washington",30.2
530330112001 ,"Block Group 1, Census Tract 112, King County, Washington",34.9
530330112002 ,"Block Group 2, Census Tract 112, King County, Washington",44.3
530330112003 ,"Block Group 3, Census Tract 112, King County, Washington",37.1
530330113001 ,"Block Group 1, Census Tract 113, King County, Washington",53
530330113002 ,"Block Group 2, Census Tract 113, King County, Washington",32.3
530330113003 ,"Block Group 3, Census Tract 113, King County, Washington",34.5
530330113004 ,"Block Group 4, Census Tract 113, King County, Washington",50.8
530330113005 ,"Block Group 5, Census Tract 113, King County, Washington",31.5
530330114011 ,"Block Group 1, Census Tract 114.01, King County, Washington",28.9
530330114012 ,"Block Group 2, Census Tract 114.01, King County, Washington",34
530330114013 ,"Block Group 3, Census Tract 114.01, King County, Washington",42.3
530330114021 ,"Block Group 1, Census Tract 114.02, King County, Washington",42.3
530330114022 ,"Block Group 2, Census Tract 114.02, King County, Washington",32.8
530330114023 ,"Block Group 3, Census Tract 114.02, King County, Washington",40.1
530330115001 ,"Block Group 1, Census Tract 115, King County, Washington",37.5
530330115002 ,"Block Group 2, Census Tract 115, King County, Washington",46.1
530330115003 ,"Block Group 3, Census Tract 115, King County, Washington",39.4
530330116001 ,"Block Group 1, Census Tract 116, King County, Washington",40.4
530330116002 ,"Block Group 2, Census Tract 116, King County, Washington",45
530330116003 ,"Block Group 3, Census Tract 116, King County, Washington",43.9
530330116004 ,"Block Group 4, Census Tract 116, King County, Washington",53.8
530330116005 ,"Block Group 5, Census Tract 116, King County, Washington",45.5
530330116006 ,"Block Group 6, Census Tract 116, King County, Washington",48.5
530330117001 ,"Block Group 1, Census Tract 117, King County, Washington",53.4
530330117002 ,"Block Group 2, Census Tract 117, King County, Washington",42.5
530330117003 ,"Block Group 3, Census Tract 117, King County, Washington",39.6
530330117004 ,"Block Group 4, Census Tract 117, King County, Washington",40
530330118001 ,"Block Group 1, Census Tract 118, King County, Washington",53.4
530330118002 ,"Block Group 2, Census Tract 118, King County, Washington",44
530330118003 ,"Block Group 3, Census Tract 118, King County, Washington",43
530330118004 ,"Block Group 4, Census Tract 118, King County, Washington",35.6
530330118005 ,"Block Group 5, Census Tract 118, King County, Washington",31.8
530330118006 ,"Block Group 6, Census Tract 118, King County, Washington",28.8
530330119001 ,"Block Group 1, Census Tract 119, King County, Washington",37.1
530330119002 ,"Block Group 2, Census Tract 119, King County, Washington",37.1
530330119003 ,"Block Group 3, Census Tract 119, King County, Washington",43.3
530330119004 ,"Block Group 4, Census Tract 119, King County, Washington",41.8
530330119005 ,"Block Group 5, Census Tract 119, King County, Washington",48.8
530330120001 ,"Block Group 1, Census Tract 120, King County, Washington",47.2
530330120002 ,"Block Group 2, Census Tract 120, King County, Washington",38.1
530330120003 ,"Block Group 3, Census Tract 120, King County, Washington",38.8
530330121001 ,"Block Group 1, Census Tract 121, King County, Washington",50
530330121002 ,"Block Group 2, Census Tract 121, King County, Washington",46.8
530330201001 ,"Block Group 1, Census Tract 201, King County, Washington",52.3
530330201002 ,"Block Group 2, Census Tract 201, King County, Washington",43.8
530330201003 ,"Block Group 3, Census Tract 201, King County, Washington",60.6
530330202001 ,"Block Group 1, Census Tract 202, King County, Washington",49.2
530330202002 ,"Block Group 2, Census Tract 202, King County, Washington",56.1
530330202003 ,"Block Group 3, Census Tract 202, King County, Washington",52.3
530330202004 ,"Block Group 4, Census Tract 202, King County, Washington",53.4
530330202005 ,"Block Group 5, Census Tract 202, King County, Washington",39.2
530330203001 ,"Block Group 1, Census Tract 203, King County, Washington",33.6
530330203002 ,"Block Group 2, Census Tract 203, King County, Washington",32
530330203003 ,"Block Group 3, Census Tract 203, King County, Washington",39.9
530330203004 ,"Block Group 4, Census Tract 203, King County, Washington",42.9
530330203005 ,"Block Group 5, Census Tract 203, King County, Washington",40.5
530330204011 ,"Block Group 1, Census Tract 204.01, King County, Washington",39
530330204012 ,"Block Group 2, Census Tract 204.01, King County, Washington",48.6
530330204013 ,"Block Group 3, Census Tract 204.01, King County, Washington",37.2
530330204021 ,"Block Group 1, Census Tract 204.02, King County, Washington",40.4
530330204022 ,"Block Group 2, Census Tract 204.02, King County, Washington",40.5
530330204023 ,"Block Group 3, Census Tract 204.02, King County, Washington",39.5
530330204024 ,"Block Group 4, Census Tract 204.02, King County, Washington",42.3
530330204025 ,"Block Group 5, Census Tract 204.02, King County, Washington",33.7
530330205001 ,"Block Group 1, Census Tract 205, King County, Washington",47.5
530330205002 ,"Block Group 2, Census Tract 205, King County, Washington",37.6
530330205003 ,"Block Group 3, Census Tract 205, King County, Washington",44.7
530330205004 ,"Block Group 4, Census Tract 205, King County, Washington",36.5
530330205005 ,"Block Group 5, Census Tract 205, King County, Washington",30.3
530330205006 ,"Block Group 6, Census Tract 205, King County, Washington",43.2
530330206001 ,"Block Group 1, Census Tract 206, King County, Washington",40.9
530330206002 ,"Block Group 2, Census Tract 206, King County, Washington",41
530330206003 ,"Block Group 3, Census Tract 206, King County, Washington",42.4
530330206004 ,"Block Group 4, Census Tract 206, King County, Washington",44.5
530330207001 ,"Block Group 1, Census Tract 207, King County, Washington",38.6
530330207002 ,"Block Group 2, Census Tract 207, King County, Washington",37.8
530330207003 ,"Block Group 3, Census Tract 207, King County, Washington",46.4
530330208001 ,"Block Group 1, Census Tract 208, King County, Washington",44.8
530330208002 ,"Block Group 2, Census Tract 208, King County, Washington",41.4
530330208003 ,"Block Group 3, Census Tract 208, King County, Washington",55.5
530330208004 ,"Block Group 4, Census Tract 208, King County, Washington",56.4
530330209001 ,"Block Group 1, Census Tract 209, King County, Washington",38.8
530330209002 ,"Block Group 2, Census Tract 209, King County, Washington",39
530330209003 ,"Block Group 3, Census Tract 209, King County, Washington",60.3
530330210001 ,"Block Group 1, Census Tract 210, King County, Washington",39.2
530330210002 ,"Block Group 2, Census Tract 210, King County, Washington",53.4
530330210003 ,"Block Group 3, Census Tract 210, King County, Washington",39
530330210004 ,"Block Group 4, Census Tract 210, King County, Washington",41.1
530330210005 ,"Block Group 5, Census Tract 210, King County, Washington",37.6
530330211001 ,"Block Group 1, Census Tract 211, King County, Washington",39.4
530330211002 ,"Block Group 2, Census Tract 211, King County, Washington",36.7
530330211003 ,"Block Group 3, Census Tract 211, King County, Washington",41.8
530330211004 ,"Block Group 4, Census Tract 211, King County, Washington",-
530330213001 ,"Block Group 1, Census Tract 213, King County, Washington",48.2
530330213002 ,"Block Group 2, Census Tract 213, King County, Washington",41.7
530330213003 ,"Block Group 3, Census Tract 213, King County, Washington",45.7
530330214001 ,"Block Group 1, Census Tract 214, King County, Washington",40.2
530330214002 ,"Block Group 2, Census Tract 214, King County, Washington",46.4
530330214003 ,"Block Group 3, Census Tract 214, King County, Washington",42.4
530330215001 ,"Block Group 1, Census Tract 215, King County, Washington",38.5
530330215002 ,"Block Group 2, Census Tract 215, King County, Washington",38.1
530330215003 ,"Block Group 3, Census Tract 215, King County, Washington",56.1
530330215004 ,"Block Group 4, Census Tract 215, King County, Washington",46.9
530330216001 ,"Block Group 1, Census Tract 216, King County, Washington",38
530330216002 ,"Block Group 2, Census Tract 216, King County, Washington",40
530330216003 ,"Block Group 3, Census Tract 216, King County, Washington",42.6
530330216004 ,"Block Group 4, Census Tract 216, King County, Washington",47.7
530330217001 ,"Block Group 1, Census Tract 217, King County, Washington",31.4
530330217002 ,"Block Group 2, Census Tract 217, King County, Washington",42.5
530330217003 ,"Block Group 3, Census Tract 217, King County, Washington",37.8
530330217004 ,"Block Group 4, Census Tract 217, King County, Washington",32.3
530330217005 ,"Block Group 5, Census Tract 217, King County, Washington",38
530330218021 ,"Block Group 1, Census Tract 218.02, King County, Washington",34.4
530330218022 ,"Block Group 2, Census Tract 218.02, King County, Washington",28
530330218023 ,"Block Group 3, Census Tract 218.02, King County, Washington",35.7
530330218031 ,"Block Group 1, Census Tract 218.03, King County, Washington",38.3
530330218032 ,"Block Group 2, Census Tract 218.03, King County, Washington",41
530330218033 ,"Block Group 3, Census Tract 218.03, King County, Washington",39.2
530330218034 ,"Block Group 4, Census Tract 218.03, King County, Washington",46.1
530330218041 ,"Block Group 1, Census Tract 218.04, King County, Washington",41
530330218042 ,"Block Group 2, Census Tract 218.04, King County, Washington",27.7
530330218043 ,"Block Group 3, Census Tract 218.04, King County, Washington",46.1
530330219031 ,"Block Group 1, Census Tract 219.03, King County, Washington",35.8
530330219032 ,"Block Group 2, Census Tract 219.03, King County, Washington",37.4
530330219033 ,"Block Group 3, Census Tract 219.03, King County, Washington",47.6
530330219034 ,"Block Group 4, Census Tract 219.03, King County, Washington",44
530330219035 ,"Block Group 5, Census Tract 219.03, King County, Washington",35.6
530330219041 ,"Block Group 1, Census Tract 219.04, King County, Washington",36.1
530330219042 ,"Block Group 2, Census Tract 219.04, King County, Washington",38.8
530330219043 ,"Block Group 3, Census Tract 219.04, King County, Washington",44.2
530330219044 ,"Block Group 4, Census Tract 219.04, King County, Washington",35.4
530330219051 ,"Block Group 1, Census Tract 219.05, King County, Washington",38.3
530330219052 ,"Block Group 2, Census Tract 219.05, King County, Washington",54.3
530330219053 ,"Block Group 3, Census Tract 219.05, King County, Washington",31.7
530330219054 ,"Block Group 4, Census Tract 219.05, King County, Washington",37.2
530330219061 ,"Block Group 1, Census Tract 219.06, King County, Washington",39.4
530330219062 ,"Block Group 2, Census Tract 219.06, King County, Washington",50.6
530330219063 ,"Block Group 3, Census Tract 219.06, King County, Washington",26.9
530330220011 ,"Block Group 1, Census Tract 220.01, King County, Washington",35.4
530330220012 ,"Block Group 2, Census Tract 220.01, King County, Washington",50.8
530330220013 ,"Block Group 3, Census Tract 220.01, King County, Washington",35.6
530330220031 ,"Block Group 1, Census Tract 220.03, King County, Washington",43.3
530330220032 ,"Block Group 2, Census Tract 220.03, King County, Washington",36.4
530330220033 ,"Block Group 3, Census Tract 220.03, King County, Washington",43.2
530330220034 ,"Block Group 4, Census Tract 220.03, King County, Washington",36.8
530330220035 ,"Block Group 5, Census Tract 220.03, King County, Washington",31.7
530330220051 ,"Block Group 1, Census Tract 220.05, King County, Washington",31.8
530330220052 ,"Block Group 2, Census Tract 220.05, King County, Washington",35.4
530330220053 ,"Block Group 3, Census Tract 220.05, King County, Washington",32
530330220061 ,"Block Group 1, Census Tract 220.06, King County, Washington",49.8
530330220062 ,"Block Group 2, Census Tract 220.06, King County, Washington",36
530330220063 ,"Block Group 3, Census Tract 220.06, King County, Washington",45.2
530330221011 ,"Block Group 1, Census Tract 221.01, King County, Washington",36.3
530330221012 ,"Block Group 2, Census Tract 221.01, King County, Washington",57.7
530330221013 ,"Block Group 3, Census Tract 221.01, King County, Washington",38.3
530330221014 ,"Block Group 4, Census Tract 221.01, King County, Washington",56.5
530330221021 ,"Block Group 1, Census Tract 221.02, King County, Washington",39.9
530330221022 ,"Block Group 2, Census Tract 221.02, King County, Washington",39.8
530330221023 ,"Block Group 3, Census Tract 221.02, King County, Washington",43.5
530330221024 ,"Block Group 4, Census Tract 221.02, King County, Washington",34
530330222011 ,"Block Group 1, Census Tract 222.01, King County, Washington",34.1
530330222012 ,"Block Group 2, Census Tract 222.01, King County, Washington",41.7
530330222013 ,"Block Group 3, Census Tract 222.01, King County, Washington",37.6
530330222014 ,"Block Group 4, Census Tract 222.01, King County, Washington",37
530330222021 ,"Block Group 1, Census Tract 222.02, King County, Washington",35.1
530330222022 ,"Block Group 2, Census Tract 222.02, King County, Washington",31.5
530330222023 ,"Block Group 3, Census Tract 222.02, King County, Washington",45.3
530330222024 ,"Block Group 4, Census Tract 222.02, King County, Washington",35.9
530330222025 ,"Block Group 5, Census Tract 222.02, King County, Washington",34.6
530330222031 ,"Block Group 1, Census Tract 222.03, King County, Washington",37.6
530330222032 ,"Block Group 2, Census Tract 222.03, King County, Washington",43.7
530330222033 ,"Block Group 3, Census Tract 222.03, King County, Washington",45.1
530330223001 ,"Block Group 1, Census Tract 223, King County, Washington",56.3
530330223002 ,"Block Group 2, Census Tract 223, King County, Washington",44.9
530330224001 ,"Block Group 1, Census Tract 224, King County, Washington",38
530330224002 ,"Block Group 2, Census Tract 224, King County, Washington",38.6
530330224003 ,"Block Group 3, Census Tract 224, King County, Washington",39.6
530330224004 ,"Block Group 4, Census Tract 224, King County, Washington",34.2
530330224005 ,"Block Group 5, Census Tract 224, King County, Washington",47.6
530330224006 ,"Block Group 6, Census Tract 224, King County, Washington",47.6
530330225001 ,"Block Group 1, Census Tract 225, King County, Washington",40.3
530330225002 ,"Block Group 2, Census Tract 225, King County, Washington",37.2
530330225003 ,"Block Group 3, Census Tract 225, King County, Washington",35.7
530330225004 ,"Block Group 4, Census Tract 225, King County, Washington",59.6
530330225005 ,"Block Group 5, Census Tract 225, King County, Washington",38.8
530330226031 ,"Block Group 1, Census Tract 226.03, King County, Washington",57.5
530330226032 ,"Block Group 2, Census Tract 226.03, King County, Washington",38.3
530330226033 ,"Block Group 3, Census Tract 226.03, King County, Washington",32
530330226034 ,"Block Group 4, Census Tract 226.03, King County, Washington",34.4
530330226035 ,"Block Group 5, Census Tract 226.03, King County, Washington",37
530330226041 ,"Block Group 1, Census Tract 226.04, King County, Washington",37.9
530330226042 ,"Block Group 2, Census Tract 226.04, King County, Washington",38.7
530330226043 ,"Block Group 3, Census Tract 226.04, King County, Washington",36.1
530330226051 ,"Block Group 1, Census Tract 226.05, King County, Washington",32.4
530330226052 ,"Block Group 2, Census Tract 226.05, King County, Washington",37.2
530330226053 ,"Block Group 3, Census Tract 226.05, King County, Washington",29.7
530330226061 ,"Block Group 1, Census Tract 226.06, King County, Washington",37.7
530330226062 ,"Block Group 2, Census Tract 226.06, King County, Washington",37.3
530330226063 ,"Block Group 3, Census Tract 226.06, King County, Washington",34.2
530330226064 ,"Block Group 4, Census Tract 226.06, King County, Washington",42.4
530330227011 ,"Block Group 1, Census Tract 227.01, King County, Washington",39.9
530330227012 ,"Block Group 2, Census Tract 227.01, King County, Washington",38.5
530330227021 ,"Block Group 1, Census Tract 227.02, King County, Washington",40.4
530330227022 ,"Block Group 2, Census Tract 227.02, King County, Washington",21.6
530330227023 ,"Block Group 3, Census Tract 227.02, King County, Washington",41.6
530330227031 ,"Block Group 1, Census Tract 227.03, King County, Washington",35.6
530330227032 ,"Block Group 2, Census Tract 227.03, King County, Washington",38.5
530330228011 ,"Block Group 1, Census Tract 228.01, King County, Washington",30.7
530330228012 ,"Block Group 2, Census Tract 228.01, King County, Washington",32.5
530330228013 ,"Block Group 3, Census Tract 228.01, King County, Washington",49.2
530330228014 ,"Block Group 4, Census Tract 228.01, King County, Washington",33.6
530330228021 ,"Block Group 1, Census Tract 228.02, King County, Washington",32.3
530330228022 ,"Block Group 2, Census Tract 228.02, King County, Washington",36.9
530330228023 ,"Block Group 3, Census Tract 228.02, King County, Washington",41.2
530330228031 ,"Block Group 1, Census Tract 228.03, King County, Washington",32.5
530330228032 ,"Block Group 2, Census Tract 228.03, King County, Washington",37.2
530330228033 ,"Block Group 3, Census Tract 228.03, King County, Washington",31
530330229011 ,"Block Group 1, Census Tract 229.01, King County, Washington",48.7
530330229012 ,"Block Group 2, Census Tract 229.01, King County, Washington",38
530330229021 ,"Block Group 1, Census Tract 229.02, King County, Washington",39.8
530330229022 ,"Block Group 2, Census Tract 229.02, King County, Washington",47.9
530330229023 ,"Block Group 3, Census Tract 229.02, King County, Washington",43.4
530330229024 ,"Block Group 4, Census Tract 229.02, King County, Washington",34.8
530330229025 ,"Block Group 5, Census Tract 229.02, King County, Washington",38.9
530330230001 ,"Block Group 1, Census Tract 230, King County, Washington",46.2
530330230002 ,"Block Group 2, Census Tract 230, King County, Washington",44.1
530330230003 ,"Block Group 3, Census Tract 230, King County, Washington",30.8
530330230004 ,"Block Group 4, Census Tract 230, King County, Washington",43.2
530330231001 ,"Block Group 1, Census Tract 231, King County, Washington",39.4
530330231002 ,"Block Group 2, Census Tract 231, King County, Washington",38.4
530330231003 ,"Block Group 3, Census Tract 231, King County, Washington",47.9
530330232011 ,"Block Group 1, Census Tract 232.01, King County, Washington",32.1
530330232012 ,"Block Group 2, Census Tract 232.01, King County, Washington",33.4
530330232013 ,"Block Group 3, Census Tract 232.01, King County, Washington",31.3
530330232021 ,"Block Group 1, Census Tract 232.02, King County, Washington",37
530330232022 ,"Block Group 2, Census Tract 232.02, King County, Washington",36.3
530330232023 ,"Block Group 3, Census Tract 232.02, King County, Washington",33.8
530330233001 ,"Block Group 1, Census Tract 233, King County, Washington",40.7
530330233002 ,"Block Group 2, Census Tract 233, King County, Washington",30.8
530330233003 ,"Block Group 3, Census Tract 233, King County, Washington",41.9
530330233004 ,"Block Group 4, Census Tract 233, King County, Washington",46.2
530330234011 ,"Block Group 1, Census Tract 234.01, King County, Washington",39.5
530330234012 ,"Block Group 2, Census Tract 234.01, King County, Washington",44.2
530330234013 ,"Block Group 3, Census Tract 234.01, King County, Washington",31.1
530330234031 ,"Block Group 1, Census Tract 234.03, King County, Washington",40.9
530330234032 ,"Block Group 2, Census Tract 234.03, King County, Washington",38.7
530330234033 ,"Block Group 3, Census Tract 234.03, King County, Washington",46.1
530330234041 ,"Block Group 1, Census Tract 234.04, King County, Washington",38.6
530330234042 ,"Block Group 2, Census Tract 234.04, King County, Washington",39.6
530330235001 ,"Block Group 1, Census Tract 235, King County, Washington",41.3
530330235002 ,"Block Group 2, Census Tract 235, King County, Washington",37.9
530330235003 ,"Block Group 3, Census Tract 235, King County, Washington",38
530330236011 ,"Block Group 1, Census Tract 236.01, King County, Washington",36
530330236012 ,"Block Group 2, Census Tract 236.01, King County, Washington",37.2
530330236013 ,"Block Group 3, Census Tract 236.01, King County, Washington",44.9
530330236031 ,"Block Group 1, Census Tract 236.03, King County, Washington",38.5
530330236032 ,"Block Group 2, Census Tract 236.03, King County, Washington",31.6
530330236033 ,"Block Group 3, Census Tract 236.03, King County, Washington",41.9
530330236034 ,"Block Group 4, Census Tract 236.03, King County, Washington",25
530330236041 ,"Block Group 1, Census Tract 236.04, King County, Washington",32.7
530330236042 ,"Block Group 2, Census Tract 236.04, King County, Washington",43.9
530330236043 ,"Block Group 3, Census Tract 236.04, King County, Washington",51.4
530330236044 ,"Block Group 4, Census Tract 236.04, King County, Washington",31.3
530330237001 ,"Block Group 1, Census Tract 237, King County, Washington",47.5
530330237002 ,"Block Group 2, Census Tract 237, King County, Washington",43.1
530330237003 ,"Block Group 3, Census Tract 237, King County, Washington",32.9
530330238011 ,"Block Group 1, Census Tract 238.01, King County, Washington",39.8
530330238012 ,"Block Group 2, Census Tract 238.01, King County, Washington",32.1
530330238031 ,"Block Group 1, Census Tract 238.03, King County, Washington",33.1
530330238032 ,"Block Group 2, Census Tract 238.03, King County, Washington",32.9
530330238041 ,"Block Group 1, Census Tract 238.04, King County, Washington",34.3
530330238042 ,"Block Group 2, Census Tract 238.04, King County, Washington",40.6
530330238043 ,"Block Group 3, Census Tract 238.04, King County, Washington",33
530330239001 ,"Block Group 1, Census Tract 239, King County, Washington",39.2
530330239002 ,"Block Group 2, Census Tract 239, King County, Washington",48.4
530330239003 ,"Block Group 3, Census Tract 239, King County, Washington",44.7
530330239004 ,"Block Group 4, Census Tract 239, King County, Washington",46.9
530330240001 ,"Block Group 1, Census Tract 240, King County, Washington",39.8
530330240002 ,"Block Group 2, Census Tract 240, King County, Washington",41.4
530330240003 ,"Block Group 3, Census Tract 240, King County, Washington",37.4
530330240004 ,"Block Group 4, Census Tract 240, King County, Washington",42
530330241001 ,"Block Group 1, Census Tract 241, King County, Washington",50.5
530330241002 ,"Block Group 2, Census Tract 241, King County, Washington",51.7
530330241003 ,"Block Group 3, Census Tract 241, King County, Washington",44
530330241004 ,"Block Group 4, Census Tract 241, King County, Washington",47.2
530330242001 ,"Block Group 1, Census Tract 242, King County, Washington",44.9
530330242002 ,"Block Group 2, Census Tract 242, King County, Washington",48.8
530330243001 ,"Block Group 1, Census Tract 243, King County, Washington",39.7
530330243002 ,"Block Group 2, Census Tract 243, King County, Washington",47.6
530330243003 ,"Block Group 3, Census Tract 243, King County, Washington",48.7
530330243004 ,"Block Group 4, Census Tract 243, King County, Washington",48
530330243005 ,"Block Group 5, Census Tract 243, King County, Washington",46.2
530330244001 ,"Block Group 1, Census Tract 244, King County, Washington",58.4
530330244002 ,"Block Group 2, Census Tract 244, King County, Washington",33.6
530330245001 ,"Block Group 1, Census Tract 245, King County, Washington",43.3
530330245002 ,"Block Group 2, Census Tract 245, King County, Washington",49.6
530330245003 ,"Block Group 3, Census Tract 245, King County, Washington",45.4
530330246011 ,"Block Group 1, Census Tract 246.01, King County, Washington",49.9
530330246012 ,"Block Group 2, Census Tract 246.01, King County, Washington",45.7
530330246013 ,"Block Group 3, Census Tract 246.01, King County, Washington",48.6
530330246021 ,"Block Group 1, Census Tract 246.02, King County, Washington",46.8
530330246022 ,"Block Group 2, Census Tract 246.02, King County, Washington",44.3
530330246023 ,"Block Group 3, Census Tract 246.02, King County, Washington",52.1
530330247011 ,"Block Group 1, Census Tract 247.01, King County, Washington",47.4
530330247012 ,"Block Group 2, Census Tract 247.01, King County, Washington",32.9
530330247013 ,"Block Group 3, Census Tract 247.01, King County, Washington",39.9
530330247021 ,"Block Group 1, Census Tract 247.02, King County, Washington",39.2
530330247022 ,"Block Group 2, Census Tract 247.02, King County, Washington",45.6
530330247023 ,"Block Group 3, Census Tract 247.02, King County, Washington",40.1
530330247024 ,"Block Group 4, Census Tract 247.02, King County, Washington",49.1
530330247025 ,"Block Group 5, Census Tract 247.02, King County, Washington",52.4
530330248001 ,"Block Group 1, Census Tract 248, King County, Washington",39.2
530330248002 ,"Block Group 2, Census Tract 248, King County, Washington",44.5
530330248003 ,"Block Group 3, Census Tract 248, King County, Washington",32.3
530330249011 ,"Block Group 1, Census Tract 249.01, King County, Washington",45.2
530330249012 ,"Block Group 2, Census Tract 249.01, King County, Washington",49.4
530330249013 ,"Block Group 3, Census Tract 249.01, King County, Washington",48.5
530330249014 ,"Block Group 4, Census Tract 249.01, King County, Washington",41.4
530330249021 ,"Block Group 1, Census Tract 249.02, King County, Washington",42
530330249022 ,"Block Group 2, Census Tract 249.02, King County, Washington",44.6
530330249023 ,"Block Group 3, Census Tract 249.02, King County, Washington",37.7
530330249031 ,"Block Group 1, Census Tract 249.03, King County, Washington",39
530330249032 ,"Block Group 2, Census Tract 249.03, King County, Washington",45.5
530330249033 ,"Block Group 3, Census Tract 249.03, King County, Washington",43.4
530330249034 ,"Block Group 4, Census Tract 249.03, King County, Washington",50.3
530330250011 ,"Block Group 1, Census Tract 250.01, King County, Washington",42.1
530330250012 ,"Block Group 2, Census Tract 250.01, King County, Washington",36.3
530330250013 ,"Block Group 3, Census Tract 250.01, King County, Washington",43.7
530330250014 ,"Block Group 4, Census Tract 250.01, King County, Washington",38.3
530330250031 ,"Block Group 1, Census Tract 250.03, King County, Washington",59.2
530330250032 ,"Block Group 2, Census Tract 250.03, King County, Washington",39
530330250033 ,"Block Group 3, Census Tract 250.03, King County, Washington",44.9
530330250034 ,"Block Group 4, Census Tract 250.03, King County, Washington",42.4
530330250035 ,"Block Group 5, Census Tract 250.03, King County, Washington",31.6
530330250051 ,"Block Group 1, Census Tract 250.05, King County, Washington",41.4
530330250052 ,"Block Group 2, Census Tract 250.05, King County, Washington",35.6
530330250061 ,"Block Group 1, Census Tract 250.06, King County, Washington",35
530330250062 ,"Block Group 2, Census Tract 250.06, King County, Washington",38.9
530330250063 ,"Block Group 3, Census Tract 250.06, King County, Washington",39.7
530330251011 ,"Block Group 1, Census Tract 251.01, King County, Washington",31.3
530330251012 ,"Block Group 2, Census Tract 251.01, King County, Washington",32.9
530330251013 ,"Block Group 3, Census Tract 251.01, King County, Washington",36.8
530330251014 ,"Block Group 4, Census Tract 251.01, King County, Washington",39.4
530330251021 ,"Block Group 1, Census Tract 251.02, King County, Washington",41.4
530330251022 ,"Block Group 2, Census Tract 251.02, King County, Washington",36.1
530330251023 ,"Block Group 3, Census Tract 251.02, King County, Washington",34.3
530330251024 ,"Block Group 4, Census Tract 251.02, King County, Washington",37.8
530330252001 ,"Block Group 1, Census Tract 252, King County, Washington",37.7
530330252002 ,"Block Group 2, Census Tract 252, King County, Washington",36.4
530330252003 ,"Block Group 3, Census Tract 252, King County, Washington",39.2
530330252004 ,"Block Group 4, Census Tract 252, King County, Washington",37
530330252005 ,"Block Group 5, Census Tract 252, King County, Washington",37.4
530330253011 ,"Block Group 1, Census Tract 253.01, King County, Washington",34.5
530330253012 ,"Block Group 2, Census Tract 253.01, King County, Washington",44.9
530330253013 ,"Block Group 3, Census Tract 253.01, King County, Washington",33.7
530330253021 ,"Block Group 1, Census Tract 253.02, King County, Washington",48
530330253022 ,"Block Group 2, Census Tract 253.02, King County, Washington",43.5
530330253023 ,"Block Group 3, Census Tract 253.02, King County, Washington",26.9
530330254001 ,"Block Group 1, Census Tract 254, King County, Washington",40.3
530330254002 ,"Block Group 2, Census Tract 254, King County, Washington",38.2
530330254003 ,"Block Group 3, Census Tract 254, King County, Washington",30
530330254004 ,"Block Group 4, Census Tract 254, King County, Washington",37.9
530330255001 ,"Block Group 1, Census Tract 255, King County, Washington",32.8
530330255002 ,"Block Group 2, Census Tract 255, King County, Washington",37.3
530330255003 ,"Block Group 3, Census Tract 255, King County, Washington",43.2
530330256011 ,"Block Group 1, Census Tract 256.01, King County, Washington",37.7
530330256012 ,"Block Group 2, Census Tract 256.01, King County, Washington",38.6
530330256013 ,"Block Group 3, Census Tract 256.01, King County, Washington",38.1
530330256021 ,"Block Group 1, Census Tract 256.02, King County, Washington",38
530330256022 ,"Block Group 2, Census Tract 256.02, King County, Washington",51.5
530330256023 ,"Block Group 3, Census Tract 256.02, King County, Washington",41.4
530330257011 ,"Block Group 1, Census Tract 257.01, King County, Washington",42.9
