"GEO_ID","NAME","B01002_001E","B01002_001M","B01002_002E","B01002_002M","B01002_003E","B01002_003M"
"id","Geographic Area Name","Estimate!!Median age --!!Total:","Margin of Error!!Median age --!!Total:","Estimate!!Median age --!!Male","Margin of Error!!Median age --!!Male","Estimate!!Median age --!!Female","Margin of Error!!Median age --!!Female"
"1500000US530330257012","Block Group 2, Census Tract 257.01, King County, Washington","35.8","16.5","48.0","22.1","28.8","16.7"
"1500000US530330257013","Block Group 3, Census Tract 257.01, King County, Washington","20.7","27.4","14.1","32.4","32.4","26.9"
"1500000US530330257014","Block Group 4, Census Tract 257.01, King County, Washington","29.1","3.7","30.4","5.3","26.8","6.0"
"1500000US530330257015","Block Group 5, Census Tract 257.01, King County, Washington","36.1","8.0","33.9","9.1","36.8","24.5"
"1500000US530330257021","Block Group 1, Census Tract 257.02, King County, Washington","36.5","8.5","33.7","4.3","41.9","6.8"
"1500000US530330257022","Block Group 2, Census Tract 257.02, King County, Washington","38.6","6.5","33.8","8.4","45.5","19.4"
"1500000US530330257023","Block Group 3, Census Tract 257.02, King County, Washington","43.4","2.5","38.8","9.5","44.7","2.6"
"1500000US530330258031","Block Group 1, Census Tract 258.03, King County, Washington","43.9","4.6","41.0","8.0","47.4","8.0"
"1500000US530330258032","Block Group 2, Census Tract 258.03, King County, Washington","30.0","4.3","31.1","3.7","28.2","3.9"
"1500000US530330258033","Block Group 3, Census Tract 258.03, King County, Washington","28.3","4.1","29.2","6.2","28.2","6.7"
"1500000US530330258041","Block Group 1, Census Tract 258.04, King County, Washington","35.8","4.7","35.5","10.9","36.0","4.5"
"1500000US530330258042","Block Group 2, Census Tract 258.04, King County, Washington","49.6","7.6","49.0","17.1","56.1","16.2"
"1500000US530330258043","Block Group 3, Census Tract 258.04, King County, Washington","37.9","8.1","35.1","8.2","43.9","11.7"
"1500000US530330258051","Block Group 1, Census Tract 258.05, King County, Washington","34.9","3.1","34.8","3.8","34.9","3.6"
"1500000US530330258052","Block Group 2, Census Tract 258.05, King County, Washington","34.5","4.6","34.8","7.1","33.5","4.5"
"1500000US530330258053","Block Group 3, Census Tract 258.05, King County, Washington","36.9","3.9","36.8","6.9","37.1","2.8"
"1500000US530330258061","Block Group 1, Census Tract 258.06, King County, Washington","43.9","11.4","49.3","6.8","39.4","10.1"
"1500000US530330258062","Block Group 2, Census Tract 258.06, King County, Washington","31.4","2.5","32.7","2.2","29.3","2.5"
"1500000US530330258063","Block Group 3, Census Tract 258.06, King County, Washington","34.8","6.4","44.3","7.5","34.1","7.4"
"1500000US530330260011","Block Group 1, Census Tract 260.01, King County, Washington","43.9","7.4","45.5","6.2","43.0","15.0"
"1500000US530330260012","Block Group 2, Census Tract 260.01, King County, Washington","49.5","5.4","53.6","9.1","48.5","2.8"
"1500000US530330260013","Block Group 3, Census Tract 260.01, King County, Washington","45.8","16.1","52.2","8.5","37.4","28.8"
"1500000US530330260014","Block Group 4, Census Tract 260.01, King County, Washington","45.4","9.0","51.2","11.7","40.2","9.0"
"1500000US530330260015","Block Group 5, Census Tract 260.01, King County, Washington","41.0","3.2","41.8","9.9","38.4","4.6"
"1500000US530330260021","Block Group 1, Census Tract 260.02, King County, Washington","23.4","2.2","20.0","7.2","24.0","12.0"
"1500000US530330260022","Block Group 2, Census Tract 260.02, King County, Washington","31.5","5.0","26.3","3.4","38.6","12.1"
"1500000US530330260023","Block Group 3, Census Tract 260.02, King County, Washington","37.6","7.4","28.8","14.6","38.6","3.4"
"1500000US530330260024","Block Group 4, Census Tract 260.02, King County, Washington","46.8","11.6","55.1","15.4","44.5","12.7"
"1500000US530330261001","Block Group 1, Census Tract 261, King County, Washington","41.6","9.2","34.6","13.4","43.8","7.4"
"1500000US530330261002","Block Group 2, Census Tract 261, King County, Washington","21.3","8.8","28.0","7.2","20.3","6.7"
